"Time","FB0000005AA6F121","0E0000005AA04321","120000005AB8F021","670000005ACF6B21","A90000005AA73121","960000005AB28821","CA0000005AC4EA21","F50000005AB52A21","960000005AB39121","810000005AAE8521","4A0000005AA54A21","CA0000005ABDAF21","990000005AAB2C21","CC0000005AC87321","4D0000005AAD3221","CC0000005ACC1721","E10000005ACDC821","DB0000005ABBE421","740000005ABFF121","860000005AC5CB21","740000005ABA8C21","C70000005AAA8621*","220000005ACBFE21","2A0000005ABE5B21","ED0000005A9E1621","AF0000005AC37D21","400000005ACA8F21","EF0000005AC00421","2A0000005AB5B821","FA0000005ABA5121","AE0000005ACC7F21.x","BB0000005AD06121","9A0000005AB79F21","520000005AB40E21","A30000005ABC0421","EE0000005ABDA021","240000005AAC9921","DF0000005AA97921","8D0000005AB1E121","790000005ACF8A21","950000005F46E321","A90000005F56B121","F80000005F3F3221","370000005F51BB21","B200000060299D21","CF00000060405D21","C90000005AC75721","C60000005AA1E021","E50000005F53F421","300000005F44FF21","EE00000060151321","FB0000005AA4C321","A20000005AA5D921","290000005AA5A721","3B0000005ACED221","940000005AAEBE21","CB0000005AB3B421","0A0000005AA9B421","270000005ACF3921","A70000005AA74821","AE0000005AB70821","A30000005ABF2F21","D50000005ABCD221","950000005ABFAB21","D90000005AB10D21","BD0000005AC2EF21","2D0000005AB07521","820000005AC94121","0B0000005A9DD721","CE0000005AA7FA21","920000005AADA021","D60000005AA63721","590000005AA31221","2E0000005AB59E21","6B0000005AA6CD21","9E0000005AA07F21","780000005A9DA221","830000005ABA7B21","020000005AB6F621","3B0000005AC42821","950000005AA7EA21","E40000005ABED421","0F0000005A9FC321","940000005ACEA321","290000005AA81221","5E0000005A9E9521","A30000005AB7E721*","CE0000005AA0B521*","0F0000005AC1C221","540000005AC80321","B60000005ABB7021","2F0000005AB25421","C40000005AA0EA21","4F0000005AC5F421","210000005ACD3E21","AE0000005AD05A21","6E0000005ABC1D21","2E0000005ACDC221","5A0000005ABFA121","F90000005AC5D421","A80000005AA58621","AF0000005AC98721","930000005A9F9521","280000005AA37421","400000005ABD5421","040000005AB6C321","C20000005ABEC821","CE0000005AA28721","EA0000005AB66521","E40000005AAF4421","750000005AB49721","030000005A9EB021","610000005AC81121","B60000005AA33121","D60000005AB3C321","140000005AC94821","720000005AC90621","CC0000005AB9FE21","CF0000005ABC1521","370000005ACEB821","920000005AACB921","270000005A9FA621","C00000005AB15C21","040000005AAAE621","590000005AC13D21","360000005ACE3D21","890000005AA05721","B90000005AAC4A21","120000005ABFBF21","D90000005AC6D621","7F0000005AA8ED21","680000005ABB6721","560000005AB15521","D30000005AB42F21","B30000005ACB4721","FE0000005AAF8321","540000005AC1D221","410000005AB9B521","300000005ABBE121","720000005ABDF621","DA0000005AC33D21","D20000005AC89221","BE0000005AC99A21","440000005AB69121","B20000005AAEA221","620000005AD0C621","300000005AC7D921","520000005A9FE621","C40000005ACE6921","050000005ACC2821","D90000005AC19921","F70000005A9DFA21","BD0000005AAA3A21","5C0000005AA3B121","F60000005AD0DC21","260000005ABE3121","890000005ACFCD21","0C0000005AA89821","E70000005AC70721","620000005AC36421","DB0000005AB65121","E60000005AA0D021","410000005AA3C621","660000005ABD4821","C70000005A9E6021","740000005AB50B21","E50000005ACDEE21","9D0000005ABB8321","FF0000005ABE9621","390000005ABB2821","980000005AC05721","F30000005AC2C421","0D0000005AB98D21","4F0000005AB10421","250000005AD13D21","EE0000005AC19821","380000005A9DF021","0C0000005ABC7521","580000005ACB4221","460000005AA52021","7C0000005AC4CA21","AB0000005AADD821","A60000005AA84A21","0B0000005ABDDC21","460000005AAFDA21","C20000005AA79021","670000005AB41C21","EE0000005AD00821","560000005AA1DC21","0D0000005A9EC921","A60000005AC94E21","AE0000005ACC7F21.y","090000005AAF7421","290000005ACB2421","6F0000005AA4D921","790000005AA64621"
2024-06-03 01:00:00,21,20.5,20.5,21,20.5,21,21,21,21,21,21,21,20.5,20.5,20.5,21,21,20.5,21,20.5,21,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,21,21,21,20.5,20.5,20.5,20.5,20.5,21,21,21,21,20.5,20.5,20.5,20,20.5,21,21,20.5,20.5,20.5,20.5,20.5,21,21,21,20.5,20.5,20.5,20.5,21,20.5,20.5,21,21,20.5,21,21,21,20.5,21,20.5,21,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,21,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,21,21,21,20.5,20.5,20.5,20.5,21,21,20.5,20.5,21,21,21,21,21,21,20.5,20.5,21,21,21,20.5,21,20.5,21,21,21,21,21,20.5,20.5,21,21,21,21,20.5,20.5,21,21,20.5,20.5,21,20.5,21,21,20.5,21,21,21,21,20.5,20.5,21,20.5,21,21,21,21,20.5,20.5,20.5,21,21,21,21,20.5,21,20.5,20.5,21,21,21,21,20.5,21,21,21,21.5,21,21,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,21,20.5,21,21,20,20.5,20.5,20.5
2024-06-03 01:05:00,21,20.5,20.5,21,20.5,21,21,21,21,21,21,21,20.5,20.5,20.5,21,21,20.5,21,20.5,21,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20.5,20.5,20.5,20.5,21,21,21,21,20.5,20.5,20.5,20,20.5,21,21,20.5,20.5,20.5,20.5,20.5,21,21,21,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,21,20.5,21,21,21,20.5,21,20.5,21,21,20.5,21,20.5,21,21,20.5,20.5,21,21,20.5,20.5,20.5,20.5,21,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,21,21,21,20.5,20.5,21,21,20.5,21,20.5,20.5,20.5,21,21,20.5,21,21,20.5,20.5,21,21,21,20.5,20.5,20.5,21,21,21,21,21,20.5,20.5,21,21,21,21,20.5,20.5,21,21,21,20.5,21,20.5,21,21,20.5,21,21,21,21,20.5,20.5,21,20.5,21,21,21,21,20.5,20.5,20.5,21,21,20.5,21,20.5,21,20.5,20.5,21,21,21,21,20.5,21,21,21,21.5,21,21,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,21,20.5,20.5,21,20,20.5,20.5,20.5
2024-06-03 01:10:00,21,20.5,20.5,21,20.5,21,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20.5,20.5,20.5,20.5,21,21,21,21,20.5,20.5,20.5,20,20.5,21,21,20.5,20.5,20.5,20.5,20.5,21,21,21,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,21,20.5,21,21,21,20.5,20.5,20.5,21,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,21,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,21,21,20.5,21,21,20.5,20.5,21,21,20.5,20.5,20.5,20.5,21,21,21,21,21,20.5,20.5,21,21,20.5,21,20.5,20.5,21,21,20.5,20.5,21,20.5,20.5,21,20.5,21,21,21,21,20.5,20.5,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,21,20.5,21,20.5,21,20.5,20.5,21,21,21,21,20.5,21,21,21,21,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,21,20.5,20.5,21,20.5,20.5,20.5,20.5
2024-06-03 01:15:00,21,20.5,20.5,21,20.5,21,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,21,21,21,20.5,20.5,20.5,20,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,21,20,21,21,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,21,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,21,21,20.5,20.5,21,20.5,20.5,21,21,20.5,20.5,20.5,20.5,21,21,21,21,21,20.5,20.5,21,21,20.5,21,20.5,20.5,21,21,21,20.5,21,20.5,20.5,21,20.5,21,20.5,20.5,21,20.5,20.5,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,21,21,21,21,20.5,21,21,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,21,20.5,20.5,21,20.5,20.5,20,20.5
2024-06-03 01:20:00,21,20.5,20.5,21,20.5,20.5,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20.5,20.5,20,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,21,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,21,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20,20.5,20.5,21,20.5,20.5,21,20.5,20.5,21,21,20.5,20.5,20.5,20.5,21,20.5,21,21,21,20.5,20.5,20.5,21,20.5,21,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,20.5,20.5,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,21,20.5,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20,21,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20,20.5
2024-06-03 01:25:00,20.5,20,20.5,21,20,20.5,20.5,20.5,20.5,20.5,21,21,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,20.5,21,20.5,20.5,20,20,20.5,21,20.5,20.5,20,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,21,20.5,21,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,21,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20,20.5,20.5,21,20.5,20.5,21,20.5,20.5,21,21,20.5,20,20.5,20,20.5,20.5,21,21,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,20.5,20.5,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,21,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20,20.5
2024-06-03 01:30:00,20.5,20,20.5,21,20,20.5,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,21,20,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,20.5,21,20.5,20.5,20,20,20.5,21,20.5,20.5,20,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,21,20.5,21,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20,20.5,20.5,21,20.5,20.5,21,20.5,20.5,21,21,20.5,20,20.5,20,20.5,20.5,21,21,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20.5,21,20.5,20.5,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20,20.5,20,20.5
2024-06-03 01:35:00,20.5,20,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,21,21,20.5,20,20.5,21,20.5,20.5,20.5,20.5,21,20,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,20.5,20.5,20.5,20.5,20,20,20.5,21,20.5,20.5,20,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,21,20.5,21,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,21,20.5,20.5,21,20.5,20.5,21,21,20.5,20,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,20.5,20.5,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20,20.5
2024-06-03 01:40:00,20.5,20,20.5,21,20.5,20.5,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,20.5,20.5,20,20.5,20,20,20.5,21,20.5,20.5,20,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20,20.5,20.5,21,20.5,20.5,20.5,20,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,20.5,20.5,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,21,21,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20,20.5
2024-06-03 01:45:00,20.5,20,20.5,21,20.5,20.5,21,20.5,20.5,20.5,21,21,20.5,20,20.5,21,20.5,20.5,20.5,20.5,21,20,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,20.5,20.5,20,20.5,20,20,20.5,21,20.5,20.5,20,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,21,20.5,21,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20.5,20.5,21,20.5,20.5,20.5,20,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20.5,20.5,21,20.5,21,20.5,20,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,20.5,20.5,21,20.5,21,20.5,21,21,20.5,20.5,20.5,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,21,21,20.5,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21,20.5,20.5,20.5,20,20.5,20,20.5
